,Shannon,Sobs,input,filtered,percentage of input passed filter,denoised,merged,percentage of input merged,non-chimeric,percentage of input non-chimeric,Date,Year,SampleType,Dosing,Time,InfluentFlowgalpermin,WindSpeedmps,WindDirection,H2OUse,PercentCloudCover,Port,PSampleID,ImidAbsorbance,ImidConcentration,PyreAbsorbance,PyreConcentration,FilterVolmL,ConductivitymgL,TempC,Turbidityppm,Phosppm,Nitratesppm,DisO2ppm,Salinity,pH,avgImidppm,avgPyreppm,ImidConcentrationppm,PyreConcentrationppm,TurbidityppmSONDE,NitratesppmSONDE,DisO2ppmSONDE,SalinitySONDE,pHSONDE
SB0147_S61,4.8943016537852495,236.0,13986,12178,87.07,11137,7035,50.3,6002,42.91,7/19/19,2019,Sediment,Pre,8:00:00,53.0,2.0,W,6,100.0,3,,,,,,90.0,1558,17.0,71.0,1.25,31.8,5.6,2.0,7.6,0.058071,-0.56226,,,,,,,
SB0148_S62,5.01375883673234,243.0,12088,10320,85.37,9316,5429,44.91,4620,38.22,7/19/19,2019,Sediment,Pre,8:00:00,53.0,2.0,W,6,100.0,4,P_0082,0.4985,-0.19049,1.0285,-0.49449,230.0,3451,15.8,22.0,1.29,17.4,10.0,1.0,7.8,0.058071,-0.56226,,,,,,,
SB0149_S63,5.376729428606804,304.0,14123,12534,88.75,11133,6597,46.71,5915,41.88,7/19/19,2019,Sediment,Pre,11:10:00,25.9,3.0,W,0,100.0,1,P_0083,0.4365,-0.06302,0.9295,-0.11336,230.0,1614,15.1,3.0,1.36,47.6,3.8,1.0,7.4,0.082948,-0.224775,,,,,,,
SB0150_S64,4.785243657321436,199.0,10000,8484,84.84,7553,4146,41.46,3564,35.64,7/19/19,2019,Sediment,Pre,11:10:00,25.9,3.0,W,0,100.0,2,,,,,,165.0,1560,15.5,16.0,1.93,42.2,2.8,1.5,7.4,0.082948,-0.224775,,,,,,,
SB0151_S65,4.890943640582785,198.0,12639,7305,57.8,6356,3715,29.39,3388,26.81,7/19/19,2019,Sediment,Pre,11:10:00,25.9,3.0,W,0,100.0,3,,,,,,160.0,1611,16.1,11.0,0.09,25.5,5.9,0.5,7.5,0.082948,-0.224775,,,,,,,
SB0152_S66,4.442042067861258,131.0,7564,5006,66.18,4410,2694,35.62,2404,31.78,7/19/19,2019,Sediment,Pre,11:10:00,25.9,3.0,W,0,100.0,4,P_0084,0.3215,0.228916,0.9805,-0.33619,220.0,1635,16.1,13.0,1.06,28.2,1.4,1.5,7.7,0.082948,-0.224775,,,,,,,
SB0153_S67,5.1851788512348005,284.0,12305,10868,88.32,9776,6613,53.74,5984,48.63,7/19/19,2019,Sediment,Pre,14:00:00,23.7,4.1,NW,0,90.0,1,P_0085,0.366,0.106475,1.092,-0.64745,300.0,3944,18.0,0.0,1.71,55.2,6.3,1.5,7.4,0.0414675,-0.62,,,,,,,
SB0154_S68,4.730828759091438,207.0,9667,8220,85.03,7396,4468,46.22,3775,39.05,7/19/19,2019,Sediment,Pre,14:00:00,23.7,4.1,NW,0,90.0,2,,,,,,160.0,1603,17.6,6.0,1.52,64.4,4.5,2.0,7.4,0.0414675,-0.62,,,,,,,
SB0155_S69,4.957220949012151,215.0,8645,7684,88.88,6684,3948,45.67,3550,41.06,7/19/19,2019,Sediment,Pre,14:00:00,23.7,4.1,NW,0,90.0,3,,,,,,210.0,1601,17.4,11.0,1.24,50.8,4.0,2.0,7.4,0.0414675,-0.62,,,,,,,
SB0156_S70,5.051418999086667,251.0,13278,11367,85.61,10384,6441,48.51,5865,44.17,7/19/19,2019,Sediment,Pre,14:00:00,23.7,4.1,NW,0,90.0,4,P_0086,0.419,-0.02354,1.0665,-0.59255,290.0,1577,15.6,9.0,1.12,38.4,8.3,0.0,7.5,0.0414675,-0.62,,,,,,,
SB0157_S71,5.2846302244757135,305.0,14221,12513,87.99,11294,7395,52.0,6701,47.12,7/19/19,2019,Sediment,Pre,17:00:00,19.0,4.2,NW,0,65.0,1,P_0087,0.451,-0.09452,1.0595,-0.57604,300.0,2298,17.6,0.0,1.51,,7.7,2.5,7.4,-0.0176425,-0.333235,,,,,,,
SB0158_S72,4.9229262512794865,236.0,12416,10840,87.31,9829,5701,45.92,5084,40.95,7/19/19,2019,Sediment,Pre,17:00:00,19.0,4.2,NW,0,65.0,2,,,,,,200.0,1782,17.8,15.0,1.37,55.8,7.0,2.0,7.4,-0.0176425,-0.333235,,,,,,,
SB0159_S73,5.036437996297032,219.0,25737,10028,38.96,8689,4969,19.31,4453,17.3,7/19/19,2019,Sediment,Pre,17:00:00,19.0,4.2,NW,0,65.0,3,,,,,,145.0,1508,18.1,8.0,1.13,61.2,3.6,0.0,7.5,-0.0176425,-0.333235,,,,,,,
SB0160_S74,4.477744643597992,142.0,11318,6439,56.89,5715,3110,27.48,2704,23.89,7/19/19,2019,Sediment,Pre,17:00:00,19.0,4.2,NW,0,65.0,4,P_0088a,0.3845,0.059235,0.925,-0.09043,270.0,1567,17.6,11.0,1.14,59.4,7.5,0.0,7.4,-0.0176425,-0.333235,,,,,,,
SB0390_S76,4.924233816787632,262.0,14822,12778,86.21,11580,7415,50.03,6751,45.55,9/10/19,2019,Sediment,Post,8:35:00,0.0,3.1,W,0,0.0,2,,,,,,420.0,1675,22.0,2.0,1.11,17.4,1.2,2.0,7.5,-0.088125,-0.488235,,,,,,,
SB0391_S77,5.294005733303534,299.0,14250,12492,87.66,11115,7338,51.49,6700,47.02,9/10/19,2019,Sediment,Post,8:35:00,0.0,3.1,W,0,0.0,3,,,,,,240.0,1653,22.0,18.0,1.03,14.2,3.3,1.0,7.6,-0.088125,-0.488235,,,,,,,
SB0392_S78,5.215361206303692,288.0,16637,14449,86.85,13095,8490,51.03,7608,45.73,9/10/19,2019,Sediment,Post,8:35:00,0.0,3.1,W,0,0.0,4,P_0170,0.7386,-0.06333,0.9908,-0.87247,360.0,1654,23.0,10.0,0.76,14.0,4.0,2.0,7.6,-0.088125,-0.488235,,,,,,,
SB0393_S79,5.005525943257512,250.0,10463,9142,87.37,8201,5541,52.96,5005,47.84,9/10/19,2019,Sediment,Post,11:49:00,0.0,4.0,W,0,0.0,1,P_0171,0.78525,-0.12582,0.6158,2.728223,340.0,1725,22.0,2.0,1.3,16.2,3.1,2.0,7.6,-0.10618,1.79876,,,,,,,
SB0394_S80,4.958111836084124,280.0,19817,17430,87.95,15845,9648,48.69,8407,42.42,9/10/19,2019,Sediment,Post,11:49:00,0.0,4.0,W,0,0.0,2,,,,,,340.0,1671,22.0,5.0,1.25,15.8,4.2,1.0,7.6,-0.10618,1.79876,,,,,,,
SB0395_S81,4.898234487697339,197.0,11068,7999,72.27,6770,3933,35.53,3507,31.69,9/10/19,2019,Sediment,Post,11:49:00,0.0,4.0,W,0,0.0,3,,,,,,120.0,1630,23.0,20.0,1.01,13.8,4.4,2.0,7.6,-0.10618,1.79876,,,,,,,
SB0396_S82,4.481797961645308,142.0,9365,5546,59.22,4783,2824,30.15,2557,27.3,9/10/19,2019,Sediment,Post,11:49:00,0.0,4.0,W,0,0.0,4,P_0172,0.75555,-0.08654,0.6925,0.869297,180.0,1729,22.0,22.0,1.18,11.0,4.3,2.0,7.6,-0.10618,1.79876,,,,,,,
SB0397_S83,4.778123846551569,198.0,7562,6626,87.62,5709,3688,48.77,3302,43.67,9/10/19,2019,Sediment,Post,14:08:00,0.0,3.3,W,0,0.0,1,P_0173,0.75835,-0.09031,0.58335,3.99287,,1739,23.0,26.0,1.58,13.8,4.9,1.0,7.6,-0.096565,2.2973905,,,,,,,
SB0398_S84,4.660917536816903,224.0,11380,9843,86.49,8717,5508,48.4,4877,42.86,9/10/19,2019,Sediment,Post,14:08:00,0.0,3.3,W,0,0.0,2,,,,,,120.0,1700,24.0,29.0,1.52,19.0,4.1,1.0,7.5,-0.096565,2.2973905,,,,,,,
SB0399_S85,4.989128193251254,235.0,8992,7799,86.73,6940,4555,50.66,4113,45.74,9/10/19,2019,Sediment,Post,14:08:00,0.0,3.3,W,0,0.0,3,,,,,,55.0,1700,24.5,72.0,1.14,18.4,3.5,1.0,7.5,-0.096565,2.2973905,,,,,,,
SB0400_S86,5.294925803801631,300.0,16311,14232,87.25,12937,8309,50.94,7560,46.35,9/10/19,2019,Sediment,Post,14:08:00,0.0,3.3,W,0,0.0,4,P_0174,0.7677,-0.10282,0.70965,0.601911,90.0,1756,24.5,57.0,1.21,14.4,3.9,0.0,7.5,-0.096565,2.2973905,,,,,,,
SB0401_S87,5.147566044906331,261.0,8307,7252,87.3,6564,4850,58.38,4475,53.87,9/10/19,2019,Sediment,Post,17:10:00,0.0,4.2,W,0,0.0,1,P_0175,0.80105,-0.14603,0.67825,1.125114,75.0,1666,23.0,46.0,1.86,7.5,8.3,2.0,7.5,-0.146,1.2049615,,,,,,,
SB0402_S88,4.927411126342934,289.0,16856,15284,90.67,13881,8732,51.8,7597,45.07,9/10/19,2019,Sediment,Post,17:10:00,0.0,4.2,W,0,0.0,2,,,,,,60.0,1664,23.0,123.0,1.63,7.7,9.2,1.0,7.5,-0.146,1.2049615,,,,,,,
SB0403_S89,5.132674644469001,262.0,9282,8137,87.66,7196,4587,49.42,4210,45.36,9/10/19,2019,Sediment,Post,17:10:00,0.0,4.2,W,0,0.0,3,,,,,,60.0,1656,24.0,92.0,1.43,7.4,7.6,1.0,7.6,-0.146,1.2049615,,,,,,,
SB0404_S90,4.854238595516868,224.0,10944,9853,90.03,8737,6025,55.05,5527,50.5,9/10/19,2019,Sediment,Post,17:10:00,0.0,4.2,W,0,0.0,4,P_0176,0.801,-0.14597,0.6702,1.284809,80.0,1574,23.0,45.0,1.31,9.4,7.3,0.0,7.6,-0.146,1.2049615,,,,,,,
SB0405_S91,4.2023943988175745,161.0,8681,7623,87.81,6798,4898,56.42,4453,51.3,9/11/19,2019,Sediment,Post,8:15:00,29.6,1.6,E,3,100.0,1,P_0177,0.83615,-0.18926,0.70915,0.609136,900.0,1852,16.0,5.0,1.06,47.4,6.7,3.0,7.6,-0.160795,0.641263,,,,,,,
SB0407_S93,4.022164954810066,184.0,8500,7446,87.6,6502,4324,50.87,3924,46.16,9/11/19,2019,Sediment,Post,8:15:00,29.6,1.6,E,3,100.0,3,,,,,,600.0,1702,19.0,26.0,1.03,33.9,2.0,1.0,7.6,-0.160795,0.641263,,,,,,,
SB0408_S94,3.775618878659465,180.0,12965,11766,90.75,10674,7638,58.91,6361,49.06,9/11/19,2019,Sediment,Post,8:15:00,29.6,1.6,E,3,100.0,4,P_0178,0.7903,-0.13233,0.7048,0.67339,360.0,1657,19.0,7.0,1.25,32.4,4.0,3.0,7.5,-0.160795,0.641263,,,,,,,
SB0409_S95,4.825648756465817,208.0,7097,6200,87.36,5498,4287,60.41,4039,56.91,9/11/19,2019,Sediment,Post,11:20:00,16.8,1.0,N,0,0.0,1,P_0179,0.8219,-0.17198,0.6874,0.957107,900.0,1756,20.0,3.0,1.17,28.6,7.5,0.0,7.7,-0.158785,1.2095735,,,,,,,
SB0410_S96,3.4339508565145724,160.0,13041,11804,90.51,11032,8821,67.64,7381,56.6,9/11/19,2019,Sediment,Post,11:20:00,16.8,1.0,N,0,0.0,2,,,,,,300.0,1785,21.0,13.0,1.05,29.6,1.7,1.0,7.6,-0.158785,1.2095735,,,,,,,
SB0411_S97,2.956105504656894,49.0,1961,1693,86.33,1471,1223,62.37,1197,61.04,9/11/19,2019,Sediment,Post,11:20:00,16.8,1.0,N,0,0.0,3,,,,,,360.0,1774,20.0,19.0,1.2,27.5,4.6,0.0,7.6,-0.158785,1.2095735,,,,,,,
SB0413_S99,4.738999705512876,185.0,3683,3210,87.16,2872,2552,69.29,2439,66.22,9/11/19,2019,Sediment,Post,14:00:00,14.5,4.3,W,0,0.0,1,P_0181,0.78005,-0.11907,0.599,3.336843,300.0,1593,20.2,0.0,1.19,25.8,7.0,2.0,7.5,-0.1229,2.307233,,,,,,,
SB0415_S101,4.689653505236438,179.0,5910,5016,84.87,4425,3129,52.94,2956,50.02,9/11/19,2019,Sediment,Post,14:00:00,14.5,4.3,W,0,0.0,3,,,,,,360.0,1666,22.8,6.0,1.06,24.8,3.9,3.0,7.5,-0.1229,2.307233,,,,,,,
SB0416_S102,4.859732997497061,254.0,11880,10678,89.88,9565,6703,56.42,6311,53.12,9/11/19,2019,Sediment,Post,14:00:00,14.5,4.3,W,0,0.0,4,P_0182,0.78595,-0.12673,0.67055,1.277623,360.0,1657,21.5,0.0,0.83,22.3,1.7,4.0,7.5,-0.1229,2.307233,,,,,,,
SB0417_S103,5.061329098673648,250.0,9144,8078,88.34,7327,5401,59.07,4955,54.19,9/11/19,2019,Sediment,Post,17:05:00,12.9,2.5,W,0,0.0,1,P_0183,0.8163,-0.16509,0.73945,0.225036,240.0,1842,18.0,14.0,1.38,21.5,8.7,2.0,7.6,-0.155025,0.6201195,,,,,,,
SB0418_S104,4.572651976230398,244.0,17995,15968,88.74,14750,10470,58.18,9176,50.99,9/11/19,2019,Sediment,Post,17:05:00,12.9,2.5,W,0,0.0,2,,,,,,300.0,1747,21.0,27.0,1.19,20.9,4.8,2.0,7.5,-0.155025,0.6201195,,,,,,,
SB0419_S105,5.0452155833063035,258.0,9544,8428,88.31,7477,5250,55.01,4818,50.48,9/11/19,2019,Sediment,Post,17:05:00,12.9,2.5,W,0,0.0,3,,,,,,360.0,1750,22.0,16.0,1.11,21.9,2.3,2.0,7.4,-0.155025,0.6201195,,,,,,,
SB0420_S106,3.5060688741484443,82.0,3055,2634,86.22,2417,2242,73.39,2205,72.18,9/11/19,2019,Sediment,Post,17:05:00,12.9,2.5,W,0,0.0,4,P_0184,0.8002,-0.14496,0.68415,1.015203,900.0,1745,20.0,13.0,1.08,25.6,2.0,1.0,7.5,-0.155025,0.6201195,,,,,,,
SB0421_S107,4.583095120527995,144.0,2564,2260,88.14,1962,1689,65.87,1606,62.64,9/12/19,2019,Sediment,Post,8:00:00,0.0,10.0,SE,0,,1,P_0185,0.80545,-0.15157,0.64145,1.959613,420.0,1120,15.0,5.0,1.25,30.4,4.5,0.0,7.6,-0.11097,2.550006,,,,,,,
SB0423_S109,4.567801734281037,176.0,6652,5765,86.67,5098,3894,58.54,3694,55.53,9/12/19,2019,Sediment,Post,8:00:00,0.0,10.0,SE,0,,3,,,,,,300.0,1702,17.0,15.0,1.14,44.6,2.5,1.0,7.6,-0.11097,2.550006,,,,,,,
SB0424_S110,5.090008316658441,278.0,13032,11373,87.27,10116,6772,51.96,6256,48.0,9/12/19,2019,Sediment,Post,8:00:00,0.0,10.0,SE,0,,4,P_0186,0.7437,-0.07037,0.60415,3.140399,420.0,1657,17.0,11.0,1.65,37.6,0.8,2.0,7.7,-0.11097,2.550006,,,,,,,
SB0425_S111,4.868554757521446,242.0,12413,10935,88.09,9789,6391,51.49,5756,46.37,9/12/19,2019,Sediment,Post,11:00:00,0.0,0.0,,0,,1,P_0187,0.7503,-0.07941,0.57895,4.194575,180.0,1600,24.5,49.0,1.41,45.6,5.0,1.0,7.7,-0.126035,2.1991485,,,,,,,
SB0426_S112,4.667667086146283,224.0,15123,13084,86.52,11795,8134,53.79,7373,48.75,9/12/19,2019,Sediment,Post,11:00:00,0.0,0.0,,0,,2,,,,,,180.0,1644,23.0,11.0,1.18,46.6,1.8,0.0,7.6,-0.126035,2.1991485,,,,,,,
SB0427_S113,5.112822983769704,270.0,14883,12167,81.75,10911,6851,46.03,6267,42.11,9/12/19,2019,Sediment,Post,11:00:00,0.0,0.0,,0,,3,,,,,,300.0,1665,22.0,29.0,1.18,45.8,6.4,0.0,7.6,-0.126035,2.1991485,,,,,,,
SB0428_S114,4.289857157989479,178.0,10977,9558,87.07,8652,6233,56.78,5689,51.83,9/12/19,2019,Sediment,Post,11:00:00,0.0,0.0,,0,,4,P_0188,0.82245,-0.17266,0.7414,0.203722,360.0,1641,20.6,9.0,1.26,52.0,0.9,1.0,7.6,-0.126035,2.1991485,,,,,,,
SB0429_S115,4.004870480488468,179.0,12021,10170,84.6,9334,6763,56.26,5885,48.96,9/12/19,2019,Sediment,Post,14:09:00,0.0,,W,0,0.0,1,P_0189,0.76565,-0.10009,0.81855,-0.3989,110.0,1720,21.3,59.0,1.51,46.8,2.5,,,-0.086605,0.5304625,,,,,,,
SB0431_S117,4.1045681526846405,174.0,12233,10132,82.83,9041,5773,47.19,5187,42.4,9/12/19,2019,Sediment,Post,14:09:00,0.0,,W,0,0.0,3,,,,,,70.0,1606,20.5,74.0,1.17,41.2,3.3,0.0,7.6,-0.086605,0.5304625,,,,,,,
SB0432_S118,4.70129342286764,208.0,8001,7027,87.83,6544,6014,75.17,5809,72.6,9/12/19,2019,Sediment,Post,14:09:00,0.0,,W,0,0.0,4,P_0190,0.7457,-0.07312,0.662,1.459825,330.0,1683,21.0,20.0,1.05,45.2,1.9,0.0,7.5,-0.086605,0.5304625,,,,,,,
SB0437_S119,4.842932975613737,213.0,5724,4338,75.79,4151,3909,68.29,3826,66.84,9/13/19,2019,Sediment,Post,8:03:00,20.2,1.9,E,7.8,0.0,1,P_0193,0.76635,-0.10102,0.7133,0.550138,420.0,1725,16.7,12.0,1.3,25.4,2.7,2.0,7.5,-0.102185,0.4386735,,,,,,,
SB0438_S120,4.693131633553476,219.0,10898,9744,89.41,8642,5268,48.34,4675,42.9,9/13/19,2019,Sediment,Post,8:03:00,20.2,1.9,E,7.8,0.0,2,,,,,,360.0,1727,17.7,9.0,1.18,24.8,2.1,2.0,7.5,-0.102185,0.4386735,,,,,,,
SB0442_S124,3.0749828579253777,101.0,7168,6345,88.52,5751,4319,60.25,3406,47.52,9/13/19,2019,Sediment,Post,10:57:00,12.7,2.0,SE,7.8,0.0,2,,,,,,145.0,1732,22.2,12.0,1.42,29.2,3.3,0.0,7.5,-0.129555,1.789596,,,,,,,
SB0443_S125,4.703801282775238,219.0,12051,10815,89.74,9600,6015,49.91,5423,45.0,9/13/19,2019,Sediment,Post,10:57:00,12.7,2.0,SE,7.8,0.0,3,,,,,,360.0,1711,21.6,40.0,1.23,27.7,2.4,0.0,7.4,-0.129555,1.789596,,,,,,,
SB0445_S127,5.000192128353603,280.0,17640,15849,89.85,14211,9249,52.43,8361,47.4,9/13/19,2019,Sediment,Post,14:04:00,10.9,3.0,W,0,10.0,1,P_0197,0.7635,-0.09722,0.60975,2.936874,290.0,1678,22.6,20.0,1.33,29.0,8.3,3.0,7.5,-0.08743,2.188426,,,,,,,
SB0447_S129,4.183182313472946,137.0,5680,4852,85.42,4293,3313,58.33,3176,55.92,9/13/19,2019,Sediment,Post,14:04:00,10.9,3.0,W,0,10.0,3,,,,,,240.0,1659,26.7,21.0,1.19,27.0,2.8,3.0,7.4,-0.08743,2.188426,,,,,,,
SB0450_S132,3.706786061060026,93.0,3351,2856,85.23,2611,2349,70.1,2261,67.47,9/13/19,2019,Sediment,Post,17:07:00,10.4,1.9,W,0,5.0,2,,,,,,160.0,1675,25.7,23.0,1.32,22.5,3.5,3.0,7.4,-0.124565,2.145871,,,,,,,
SB0452_S134,4.254260937030942,164.0,9051,7881,87.07,7167,4896,54.09,4284,47.33,9/13/19,2019,Sediment,Post,17:07:00,10.4,1.9,W,0,5.0,4,P_0200,0.7901,-0.13208,0.6019,3.225105,540.0,1671,21.3,17.0,1.15,26.4,2.4,1.5,7.5,-0.124565,2.145871,,,,,,,
SB0453_S135,5.2923161208479685,311.0,15538,13699,88.16,12496,8229,52.96,7405,47.66,9/14/19,2019,Sediment,Post,8:09:00,0.0,0.0,,7.8,0.0,1,P_0201,0.7712,-0.10745,0.60365,3.159074,200.0,1684,20.5,57.0,1.17,24.6,1.4,4.0,7.5,-0.08867,3.040017,,,,,,,
SB0455_S137,4.149897474802495,126.0,4847,4156,85.74,3739,3126,64.49,3061,63.15,9/14/19,2019,Sediment,Post,8:09:00,0.0,0.0,,7.8,0.0,3,,,,,,80.0,1685,19.9,26.0,0.97,25.9,2.7,3.5,7.4,-0.08867,3.040017,,,,,,,
SB0457_S139,5.052837772395856,270.0,14169,12442,87.81,11343,7407,52.28,6777,47.83,9/14/19,2019,Sediment,Post,11:05:00,0.0,3.8,W,7.8,0.0,1,P_0203,0.77955,-0.11842,0.67555,1.177392,300.0,1702,20.6,48.0,1.38,31.4,3.3,4.0,7.5,-0.10645,2.286593,,,,,,,
SB0458_S140,4.534120218503926,239.0,16041,14159,88.27,12796,8438,52.6,7260,45.26,9/14/19,2019,Sediment,Post,11:05:00,0.0,3.8,W,7.8,0.0,2,,,,,,300.0,1710,23.9,10.0,1.17,49.0,3.9,5.0,7.5,-0.10645,2.286593,,,,,,,
SB0461_S143,4.547665930467504,139.0,4775,4278,89.59,3542,2129,44.59,1924,40.29,9/14/19,2019,Sediment,Post,14:28:00,0.0,3.8,W,0,20.0,1,P_0205,0.7541,-0.08457,0.60785,3.00478,120.0,1722,20.9,38.0,1.4,57.6,2.2,4.0,7.5,-0.064675,2.6718885,,,,,,,
SB0465_S147,5.1310173363000695,274.0,12352,10968,88.8,9930,6684,54.11,6072,49.16,9/14/19,2019,Sediment,Post,17:16:00,0.0,2.6,W,0,3.0,1,P_0207,0.76635,-0.10102,0.61735,2.67657,180.0,1617,23.4,4.0,1.42,57.6,5.9,2.0,7.5,-0.082035,2.9680205,,,,,,,
